,Symbol,Start,End,Label,Market.Cap,Sector,Income,Sales,Employees,price.to.earnings,Price.Earnings.to.Growth,Price.to.Sales.Ratio,Price.to.Book,Price.to.free.cash.flow,debt.to.equity,EPS..ttm.,Inst.Own,ROE,ROI,Profit.Margin,Shs.Outstand,Beta
1368,SWI,15.32,14.42,DOWN,1492482359,Technology,-647700000,720900000,2215,0,0,1.92,0.86,9.42,1.17,-4.03,0.9841,-0.31,0,-0.915,160660000,1.03
1369,SWK,169.35,186.73,UP,11553706102,Consumer Discretionary,563600000,17030000000,71300,22.12,9.62,0.68,1.24,0,0.89,3.46,0.884,0.155,0.096,0.084,147940000,1.26
1370,SWN,3.06,4.8,UP,7647800176,Energy,1310000000,14570000000,938,5.32,0.27,0.56,5.75,10,3.44,1.37,0.88,1.072,0.32,0.09,1110000000,1.26
1371,SWX,59.44,69.95,UP,4888846917,Utilities,148000000,4390000000,2286,28.34,7.08,1.06,1.34,0,1.76,2.44,0.949,0.046,0.035,0.034,67050000,0.23
1372,SXI,75.16,110.12,UP,1180739291,Industrials,61500000,735300000,3800,20.02,1.43,1.63,2.41,28.74,0.35,5.07,0.964,0.119,0.102,0.083,11870000,1.19
1373,SXT,73.16,99.59,UP,2982591063,Industrials,139000000,1430000000,3844,21.02,5.53,2.07,3.02,0,0.55,3.29,0.948,0.131,0.091,0.087,41890000,0.88
1374,SYF,34.14,46.26,UP,16124877708,Finance,3210000000,16490000000,18000,5.72,0,0.98,1.38,2.52,1.17,6.33,0,0.254,0.446,0.195,468500000,1.61
1375,SYK,239.02,270.69,UP,86147407963,Health Care,2080000000,17630000000,46000,39.27,4.94,4.77,5.15,56.89,0.85,5.44,0.786,0.135,0.084,0.114,378300000,0.99
1376,SYY,72.31,78,UP,43781349721,Consumer Discretionary,1360000000,68640000000,71000,31.48,0.76,0.63,30.71,0,7.7,2.64,0.851,0.714,0.162,0.015,510590000,1.1
1377,T,22.22,18.7,DOWN,1.29E+11,Consumer Discretionary,19980000000,1.30E+11,203000,6.8,0,1,1.12,23.88,1.16,2.7,0.55,0.111,0.052,0.131,7170000000,0.57
1378,TAC,7.66,10.9,UP,2368625000,Utilities,-314200000,1950000000,1282,0,0,1.24,5.12,6.98,6.2,-1.16,0.617,-0.631,-0.061,-0.161,271000000,0.97
1379,TAK,17.99,13.58,DOWN,41023853684,Health Care,1430000000,25210000000,47347,28.89,49.82,1.67,0.92,10.25,0.71,0.46,0.019,0.035,0.039,0.057,3110000000,0.7
1380,TAL,69.22,3.94,DOWN,3086960470,Consumer Discretionary,-252100000,2080000000,16200,0,0,1.25,0.88,0,0,-0.39,0.622,-0.063,-0.319,-0.121,634870000,-0.11
1381,TALO,8.49,10.07,UP,1765345766,Energy,193000000,1610000000,443,9.44,0,1.09,2,6.48,0.91,2.31,0.941,0.255,0.213,0.12,82570000,2.38
1382,TAP,45.65,45.9,UP,10910420016,Consumer Staples,731800000,10580000000,16300,15.16,11.99,1.08,0.83,15.26,0.51,3.36,0.898,0.08,0.059,0.101,217000000,0.86
1383,TARO,73.98,49.94,DOWN,1146331246,Health Care,65000000,569400000,1455,16.22,0,1.84,0.62,0,0,1.73,0.123,0.038,0.026,0.114,37590000,0.72
1384,TBI,18.39,27.62,UP,646847513,Consumer Discretionary,75400000,2320000000,6400,8.93,0.89,0.28,1.32,9.11,0.16,2.22,0,0.158,0.096,0.033,32430000,1.44
1385,TCS,9.72,10.1,UP,282145781,Consumer Discretionary,74500000,1110000000,2300,3.08,0.2,0.23,0.52,19.29,0.43,1.48,0.831,0.179,0.16,0.067,49720000,1.46
1386,TDC,22.23,43.24,UP,3251564000,Technology,82000000,1860000000,7200,40.76,45.64,1.63,14.04,8.4,2.77,0.74,0.999,0.238,0.186,0.044,103500000,0.99
1387,TDG,587.67,634.41,UP,31220450900,Industrials,762000000,5200000000,13300,44.92,1.71,6.11,0,39.33,0,13.02,0.966,-0.267,0.098,0.147,54400000,1.41
1388,TDOC,200.63,94.35,DOWN,4729629236,Health Care,-9860400000,2320000000,5100,0,0,1.95,0.72,26.59,0.26,-61.32,0.851,-0.584,-0.02,0,161380000,0.97
1389,TDS,18.74,20.37,UP,1935040371,Telecommunications,102000000,5360000000,8800,13.47,0,0.26,0.28,137.11,0.71,0.89,0.953,0.021,0.029,0.019,115000000,1.09
1390,TDW,8.85,10.62,UP,1559855047,Energy,-101900000,466800000,4400,0,0,3.66,1.73,0,0,-2.46,0.797,-0.138,-0.129,-0.218,46240000,1.53
1391,TDY,362.39,435.34,UP,18638537168,Industrials,723900000,5420000000,14500,26.93,1.16,3.51,2.43,50.25,0.5,15.16,0.972,0.075,0.043,0.106,46800000,1.1
1392,TECK,18.97,28.43,UP,16194757500,Basic Materials,3330000000,14600000000,10600,5.49,0,1.15,0.94,5.12,0.39,6.1,0.735,0.185,0.1,0.228,522400000,1.07
1393,TEF,4.06,4.28,UP,19924569561,Telecommunications,271800000,37970000000,101962,56.41,3.55,0.55,0.79,18.73,1.97,0.06,0.013,0.012,0.173,0.007,5410000000,0.61
1394,TEL,120.3,160.59,UP,39178674385,Technology,2510000000,15740000000,89000,15.28,1.39,2.35,3.6,44.24,0.4,7.64,0.993,0.236,0.157,0.16,322000000,1.31
1395,TEN,10.26,11.28,UP,1641120100,Consumer Discretionary,-179000000,18040000000,71000,0,0,0.09,0,0,0,-2.15,0.838,1.271,0.045,-0.004,83600000,1.74
1396,TEO,6.34,5.09,DOWN,1774638920,Telecommunications,268400000,3140000000,22385,6.73,0,0.32,0.38,5.63,0.45,0.61,0.021,0.065,-0.033,0.085,431060000,0.5
1397,TEVA,10.34,7.9,DOWN,9934000848,Health Care,-1054000000,15430000000,34713,0,0,0.63,1.1,20.5,2.44,-0.95,0.45,-0.108,0.045,-0.068,1110000000,1.28
1398,TEX,34.42,43.93,UP,2732340000,Industrials,266200000,4190000000,8600,11.18,0.78,0.6,2.8,0,0.8,3.82,0.925,0.248,0.141,0.064,67800000,1.67
1399,TFC,47.18,58.5,UP,59764174470,Finance,5840000000,14810000000,50283,10.09,4.94,3.94,1.08,0,0.58,4.36,0.756,0.101,0.126,0.394,1330000000,1.07
1400,TFX,403.13,330.89,DOWN,9971839017,Health Care,412300000,2790000000,14000,23.45,2.25,3.35,2.46,30.29,0.44,8.71,0.988,0.108,0.096,0.148,46910000,1.09
1401,TG,16.19,11.79,DOWN,366840861,Industrials,58800000,941500000,2400,6.34,0.29,0.41,1.77,0,0.48,1.75,0.632,0.312,0.212,0.063,33810000,0.98
1402,TGH,18.62,35.57,UP,1411998692,Consumer Discretionary,288900000,902300000,164,5.13,0.43,1.55,0.69,0,0,5.84,0.687,0.18,0.063,0.333,45900000,1.37
1403,TGI,11.74,18.27,UP,587005793,Industrials,-22700000,1410000000,701,0,0,0.41,0,0,0,-0.35,0.972,0.028,0.109,-0.016,64820000,2.65
1404,TGLS,6.59,26.15,UP,981146828,Consumer Discretionary,94800000,567900000,6908,11.95,12.71,1.97,3.96,21.79,0.65,1.99,0.253,0.363,0.176,0.167,47670000,1.72
1405,TGNA,13.97,18.66,UP,4631780146,Industrials,523500000,3090000000,6200,8.25,0.82,1.4,1.58,7.82,1.12,2.34,0.925,0.203,0.116,0.169,223680000,0.75
1406,TGS,5.29,4.44,DOWN,1300771103,Utilities,174800000,705100000,829,8.09,0,1.85,1.24,30.69,0.35,1.12,0.03,0.184,0.091,0.248,156350000,0.62
1407,TGT,177.63,231.91,UP,75674080311,Consumer Discretionary,4220000000,1.08E+11,450000,18.15,0.93,0.68,6.97,0,1.43,8.81,0.804,0.352,0.276,0.039,461500000,1.02
1408,THC,38.98,81.91,UP,4785942954,Health Care,558000000,19040000000,76836,8.09,0,0.23,3.59,17.75,12.22,5.08,0,0.507,0.143,0.029,107920000,2.24
1409,THG,114.55,131.75,UP,5199393126,Finance,325700000,5300000000,4400,15.62,1.01,0.97,1.96,8.53,0.3,9.05,0.886,0.112,0.085,0.061,35600000,0.73
1410,THO,93.8,104.28,UP,4403657962,Industrials,1140000000,16310000000,32000,3.88,0.66,0.26,1.21,6,0.5,20.6,0,0.341,0.211,0.07,54300000,1.69
1411,THR,15.54,16.96,UP,593540863,Consumer Discretionary,27000000,380000000,1227,22.89,1.91,1.58,1.53,18.71,0.37,0.8,0.959,0.069,0.052,0.071,33400000,1.27
1412,THS,43.35,39.97,DOWN,2821744104,Consumer Staples,-53800000,4610000000,10000,0,0,0.58,1.46,11.08,1.04,-0.96,0,-0.03,0.013,-0.012,56000000,0.46
1413,TIMB,13.7,11.61,DOWN,6129160735,Telecommunications,520000000,3750000000,9156,12.2,0.76,1.65,1.3,18.41,0.69,1.07,0.047,0.107,0.095,0.139,484090000,0.76
1414,TJX,66.81,75.53,UP,83851244843,Consumer Discretionary,3360000000,49640000000,340000,25.73,2.36,1.69,15.61,0,0.62,2.8,0.94,0.573,0.363,0.068,1170000000,0.9
1415,TK,2.37,3.09,UP,398829694,Consumer Discretionary,-298700000,710700000,4150,0,0,0.6,0.82,0,1.16,-2.92,0.299,0,-0.119,0,102350000,0.79
1416,TKC,5.42,3.69,DOWN,2974089228,Telecommunications,294500000,2300000000,18999,11.42,0.37,1.42,2.62,4.03,2.02,0.34,0.04,0.239,0.246,0.128,873240000,0.67
1417,TKR,75.54,69.61,DOWN,5206986315,Industrials,373100000,4420000000,18029,14.56,1.21,1.18,2.53,79.03,0.85,4.98,0.832,0.168,0.111,0.084,73180000,1.58
1418,TLK,24.72,29.49,UP,27430327749,Telecommunications,1600000000,9180000000,23756,16.76,1.61,2.95,3.66,6.65,0.56,1.61,0.04,0.23,0.2,0.163,990620000,0.61
1419,TM,153.29,184.08,UP,1.90E+11,Consumer Discretionary,18080000000,2.15E+11,372817,10.49,1.61,1.08,1,24.03,1.06,13.08,0.013,0.094,0.036,0.078,1370000000,0.6
1420,TME,19.37,6.85,DOWN,6152960478,Consumer Discretionary,375400000,3970000000,5966,17.41,0,1.63,0.99,7.67,0.12,0.23,0.491,0.056,0.041,0.095,1610000000,0.62
1421,TMHC,24.84,34.63,UP,2860350689,Consumer Discretionary,1050000000,8240000000,3000,2.97,0.84,0.34,0.67,3.07,0.62,8.79,0,0.254,0.094,0.127,112700000,1.69
1422,TMO,471.82,665.45,UP,2.00E+11,Industrials,7030000000,44170000000,130000,27.66,6.17,4.33,4.56,29.05,0.72,17.79,0.908,0.187,0.108,0.172,392000000,0.83
1423,TMST,4.84,16.46,UP,808703803,Industrials,218800000,1450000000,1850,4.58,0,0.59,1.14,4.51,0.03,4.13,0.828,0.317,0.165,0.151,46600000,1.74
1424,TNC,69.53,80.89,UP,1089936704,Industrials,50400000,1080000000,4263,23.11,1.54,1.07,2.71,0,0.66,2.69,0.953,0.117,0.104,0.047,18520000,1.02
1425,TNET,79.24,95.64,UP,4054915466,Consumer Discretionary,377000000,4890000000,3500,11.53,1.58,0.85,4.85,16.08,0,5.81,0.954,0.472,0.256,0.077,62000000,1.13
1426,TNK,11.46,10.69,DOWN,1076345234,Consumer Discretionary,-77300000,692600000,1900,0,0,1.33,1.33,0,0.73,-2.29,0.389,-0.091,-0.13,-0.112,33950000,-0.09
1427,TNL,43.34,54.77,UP,3200419792,Consumer Discretionary,377000000,3540000000,16800,8.28,0.45,0.84,0,13.85,0,4.4,0.98,-0.442,0.111,0.106,83000000,1.71
1428,TOL,42.66,71.78,UP,4876340574,Consumer Discretionary,1020000000,9600000000,5100,5.05,1.41,0.5,0.89,10.77,0.6,8.46,0.881,0.19,0.081,0.106,115330000,1.37
1429,TPB,43.02,37.2,DOWN,408713768,Consumer Discretionary,39400000,416900000,426,11.42,2,0.97,3.09,18.07,0,1.97,0.88,0.305,0.144,0.095,17750000,0.53
1430,TPC,12.78,12.3,DOWN,383128375,Industrials,-39900000,4030000000,7800,0,0,0.1,0.25,3.52,0.62,-0.78,0.684,-0.025,0.076,-0.01,51280000,1.48
